,prePenaltyPlayResult,playResult,foulName1,Binary Completion,down,yardsToGo,pff_passCoverageType,offenseFormation,offenseFormation,yardlineNumber,quarter,gameClock,num RB,num TE,num WR,num DL,num LB,num DB,defendersInBox,2-Man,Bracket,Cover-0,Cover-1,Cover-2,Cover-3,Cover-6,Goal Line,Prevent,Quarters,Red Zone,possessionTeam,offenseFormation,pff_passCoverageType,absoluteYardlineNumber,homeTeamAbbr,visitorTeamAbbr,preSnapVisitorScore,preSnapHomeScore,off_score,def_score,score_diff,gameClock_seconds,secondsLeftInHalf
116,9,9,,1,1,10,Zone,SHOTGUN,SHOTGUN,38,2,01:44,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,48.0,ATL,PHI,7,6,7,6,1,104,104
117,0,0,,0,2,1,Zone,SHOTGUN,SHOTGUN,47,2,01:37,1,1,3,2,4,5,7.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,57.0,ATL,PHI,7,6,7,6,1,97,97
119,6,6,,1,2,11,Zone,SHOTGUN,SHOTGUN,49,2,01:08,1,1,3,1,5,5,6.0,0,0,0,0,0,1,0,0,0,0,0,PHI,SHOTGUN,Zone,59.0,ATL,PHI,7,6,7,6,1,68,68
122,10,10,,1,1,15,Zone,SHOTGUN,SHOTGUN,26,2,00:39,1,1,3,1,5,5,6.0,0,0,0,0,0,1,0,0,0,0,0,PHI,SHOTGUN,Zone,84.0,ATL,PHI,7,6,7,6,1,39,39
123,9,9,,1,1,9,Other,SHOTGUN,SHOTGUN,9,2,00:09,1,1,3,2,4,5,6.0,0,1,0,0,0,0,0,0,0,0,0,PHI,SHOTGUN,Other,101.0,ATL,PHI,7,6,7,6,1,9,9
125,5,5,,1,1,10,Zone,SHOTGUN,SHOTGUN,14,3,12:37,2,1,2,4,3,4,6.0,0,0,0,0,0,0,1,0,0,0,0,ATL,SHOTGUN,Zone,24.0,ATL,PHI,15,6,6,6,0,757,1657
126,0,0,,0,3,6,Zone,SHOTGUN,SHOTGUN,18,3,11:23,1,2,2,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,ATL,SHOTGUN,Zone,28.0,ATL,PHI,15,6,6,6,0,683,1583
127,-1,-1,,1,1,10,Zone,SHOTGUN,SHOTGUN,31,3,11:04,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,79.0,ATL,PHI,15,6,15,6,9,664,1564
128,5,5,,1,2,7,Zone,SHOTGUN,SHOTGUN,25,3,07:41,1,1,3,3,4,4,7.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,35.0,ATL,PHI,15,6,15,6,9,461,1361
129,0,0,,0,3,2,Man,SHOTGUN,SHOTGUN,20,3,07:07,1,1,3,3,4,4,6.0,0,0,1,0,0,0,0,0,0,0,0,PHI,SHOTGUN,Man,30.0,ATL,PHI,15,6,15,6,9,427,1327
130,18,18,,1,1,20,Zone,SHOTGUN,SHOTGUN,9,3,06:37,1,2,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,ATL,SHOTGUN,Zone,19.0,ATL,PHI,15,6,6,6,0,397,1297
131,5,5,,1,3,15,Zone,EMPTY,EMPTY,14,3,05:12,0,2,3,4,2,5,4.0,0,0,0,0,0,0,1,0,0,0,0,ATL,EMPTY,Zone,24.0,ATL,PHI,15,6,6,6,0,312,1212
132,12,12,,1,1,10,Zone,EMPTY,EMPTY,28,3,00:43,2,2,1,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,ATL,EMPTY,Zone,38.0,ATL,PHI,22,6,6,6,0,43,943
133,0,0,,0,2,11,Zone,SHOTGUN,SHOTGUN,39,4,15:00,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,ATL,SHOTGUN,Zone,71.0,ATL,PHI,22,6,6,6,0,900,900
134,0,0,,0,3,11,Zone,SHOTGUN,SHOTGUN,39,4,14:57,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,ATL,SHOTGUN,Zone,71.0,ATL,PHI,22,6,6,6,0,897,897
135,19,19,,1,3,9,Zone,SHOTGUN,SHOTGUN,19,4,13:18,1,2,2,1,5,5,6.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,29.0,ATL,PHI,22,6,22,6,16,798,798
136,9,9,,1,2,10,Zone,SHOTGUN,SHOTGUN,38,4,12:47,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,PHI,SHOTGUN,Zone,48.0,ATL,PHI,22,6,22,6,16,767,767
137,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,8,4,11:31,2,1,2,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,ATL,SHOTGUN,Zone,102.0,ATL,PHI,22,6,6,6,0,691,691
138,9,9,,1,2,4,Zone,SHOTGUN,SHOTGUN,14,4,10:59,2,1,2,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,ATL,SHOTGUN,Zone,96.0,ATL,PHI,22,6,6,6,0,659,659
139,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,23,4,10:28,1,2,2,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,ATL,SINGLEBACK,Zone,87.0,ATL,PHI,22,6,6,6,0,628,628
140,0,0,,0,2,10,Zone,SHOTGUN,SHOTGUN,23,4,10:21,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,ATL,SHOTGUN,Zone,87.0,ATL,PHI,22,6,6,6,0,621,621
141,7,7,,1,3,10,Zone,SHOTGUN,SHOTGUN,23,4,10:16,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,ATL,SHOTGUN,Zone,87.0,ATL,PHI,22,6,6,6,0,616,616
142,0,0,,1,3,8,Zone,SHOTGUN,SHOTGUN,22,4,07:49,1,1,3,1,5,5,7.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,32.0,ATL,PHI,22,6,22,6,16,469,469
143,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,18,4,07:03,1,2,2,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,ATL,SHOTGUN,Zone,92.0,ATL,PHI,22,6,6,6,0,423,423
144,8,8,,1,2,4,Zone,SHOTGUN,SHOTGUN,24,4,06:57,1,2,2,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,ATL,SHOTGUN,Zone,86.0,ATL,PHI,22,6,6,6,0,417,417
146,5,5,,1,1,10,Zone,SHOTGUN,SHOTGUN,44,4,04:13,1,2,2,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,ATL,SHOTGUN,Zone,66.0,ATL,PHI,29,6,6,6,0,253,253
148,0,0,,0,3,13,Zone,SHOTGUN,SHOTGUN,41,4,03:24,1,2,2,4,2,5,4.0,0,0,0,0,0,0,0,0,0,1,0,ATL,SHOTGUN,Zone,69.0,ATL,PHI,29,6,6,6,0,204,204
150,7,7,,1,3,17,Zone,SHOTGUN,SHOTGUN,25,4,06:13,1,1,3,4,2,5,4.0,0,0,0,0,0,0,0,0,0,1,0,ATL,SHOTGUN,Zone,85.0,ATL,PHI,22,6,6,6,0,373,373
151,7,7,,1,1,10,Zone,EMPTY,EMPTY,24,1,14:47,0,0,5,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,BUF,EMPTY,Zone,34.0,BUF,PIT,0,0,0,0,0,887,1787
152,0,0,,0,3,5,Man,SHOTGUN,SHOTGUN,19,1,13:40,0,0,5,2,4,5,4.0,0,0,0,1,0,0,0,0,0,0,0,BUF,SHOTGUN,Man,29.0,BUF,PIT,0,0,0,0,0,820,1720
153,0,0,,0,3,4,Man,SHOTGUN,SHOTGUN,47,1,10:47,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,PIT,SHOTGUN,Man,57.0,BUF,PIT,0,3,0,3,-3,647,1547
154,5,5,,1,2,14,Zone,SHOTGUN,SHOTGUN,18,1,08:24,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,92.0,BUF,PIT,0,3,3,3,0,504,1404
155,10,10,,1,3,9,Zone,EMPTY,EMPTY,23,1,07:47,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,BUF,EMPTY,Zone,87.0,BUF,PIT,0,3,3,3,0,467,1367
156,0,0,,0,1,10,Zone,EMPTY,EMPTY,33,1,07:04,1,1,3,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,BUF,EMPTY,Zone,77.0,BUF,PIT,0,3,3,3,0,424,1324
157,16,16,,1,2,10,Man,SHOTGUN,SHOTGUN,33,1,07:00,1,1,3,2,4,5,5.0,0,0,0,1,0,0,0,0,0,0,0,BUF,SHOTGUN,Man,77.0,BUF,PIT,0,3,3,3,0,420,1320
158,0,0,,0,2,14,Zone,SHOTGUN,SHOTGUN,45,1,05:28,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,BUF,SHOTGUN,Zone,65.0,BUF,PIT,0,3,3,3,0,328,1228
159,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,20,1,05:05,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,PIT,SHOTGUN,Zone,30.0,BUF,PIT,0,3,0,3,-3,305,1205
160,0,0,,0,1,10,Zone,EMPTY,EMPTY,37,1,03:50,1,0,4,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,EMPTY,Zone,73.0,BUF,PIT,0,3,3,3,0,230,1130
161,6,6,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,13,1,02:41,1,2,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,PIT,SINGLEBACK,Zone,23.0,BUF,PIT,0,3,0,3,-3,161,1061
162,12,12,,1,3,2,Zone,SHOTGUN,SHOTGUN,21,1,01:16,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,PIT,SHOTGUN,Zone,31.0,BUF,PIT,0,3,0,3,-3,76,976
163,0,0,,0,3,5,Man,EMPTY,EMPTY,38,2,14:15,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,PIT,EMPTY,Man,72.0,BUF,PIT,0,3,0,3,-3,855,855
164,13,13,,1,2,9,Zone,EMPTY,EMPTY,24,2,13:32,1,1,3,2,4,5,5.0,0,0,0,0,0,0,1,0,0,0,0,BUF,EMPTY,Zone,34.0,BUF,PIT,0,3,3,3,0,812,812
165,4,4,,1,1,10,Zone,SHOTGUN,SHOTGUN,37,2,13:08,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,47.0,BUF,PIT,0,3,3,3,0,788,788
166,7,7,,1,1,10,Man,SHOTGUN,SHOTGUN,50,2,11:57,1,1,3,2,4,5,5.0,0,0,0,1,0,0,0,0,0,0,0,BUF,SHOTGUN,Man,60.0,BUF,PIT,0,3,3,3,0,717,717
167,0,0,,0,2,3,Zone,SHOTGUN,SHOTGUN,43,2,11:17,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,67.0,BUF,PIT,0,3,3,3,0,677,677
168,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,7,2,10:58,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,PIT,SHOTGUN,Zone,103.0,BUF,PIT,0,3,0,3,-3,658,658
169,0,0,,0,3,12,Zone,SHOTGUN,SHOTGUN,5,2,09:45,1,1,3,4,2,5,5.0,0,0,0,0,1,0,0,0,0,0,0,PIT,SHOTGUN,Zone,105.0,BUF,PIT,0,3,0,3,-3,585,585
170,0,0,,0,2,13,Zone,EMPTY,EMPTY,38,2,08:52,0,0,5,2,3,6,5.0,0,0,0,0,1,0,0,0,0,0,0,BUF,EMPTY,Zone,72.0,BUF,PIT,0,3,3,3,0,532,532
172,10,10,,1,1,10,Zone,SHOTGUN,SHOTGUN,45,2,08:38,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,PIT,SHOTGUN,Zone,65.0,BUF,PIT,0,3,0,3,-3,518,518
174,0,0,,0,3,20,Zone,SHOTGUN,SHOTGUN,45,2,06:17,1,1,3,4,2,5,4.0,0,0,0,0,0,1,0,0,0,0,0,PIT,SHOTGUN,Zone,65.0,BUF,PIT,0,3,0,3,-3,377,377
175,12,12,,1,2,9,Zone,EMPTY,EMPTY,10,2,05:24,1,1,3,2,4,5,5.0,0,0,0,0,0,0,1,0,0,0,0,BUF,EMPTY,Zone,20.0,BUF,PIT,0,3,3,3,0,324,324
176,10,10,,1,1,20,Zone,SHOTGUN,SHOTGUN,12,2,04:42,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,22.0,BUF,PIT,0,3,3,3,0,282,282
177,5,5,,1,2,10,Zone,EMPTY,EMPTY,22,2,04:06,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,EMPTY,Zone,32.0,BUF,PIT,0,3,3,3,0,246,246
178,37,37,,1,3,5,Man,SHOTGUN,SHOTGUN,27,2,03:42,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,BUF,SHOTGUN,Man,37.0,BUF,PIT,0,3,3,3,0,222,222
179,10,10,,1,2,2,Zone,SHOTGUN,SHOTGUN,28,2,02:11,1,1,3,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,82.0,BUF,PIT,0,3,3,3,0,131,131
180,8,8,,1,2,9,Zone,SHOTGUN,SHOTGUN,17,2,01:21,0,1,4,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,93.0,BUF,PIT,0,3,3,3,0,81,81
181,0,0,,0,1,6,Other,SHOTGUN,SHOTGUN,6,2,00:39,0,0,5,2,3,6,5.0,0,0,0,0,0,0,0,0,0,0,1,BUF,SHOTGUN,Other,104.0,BUF,PIT,0,3,3,3,0,39,39
182,3,3,,1,3,3,Man,SHOTGUN,SHOTGUN,3,2,00:27,1,0,4,2,3,6,7.0,0,0,1,0,0,0,0,0,0,0,0,BUF,SHOTGUN,Man,107.0,BUF,PIT,0,3,3,3,0,27,27
183,19,19,,1,3,4,Zone,SHOTGUN,SHOTGUN,47,3,13:06,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,PIT,SHOTGUN,Zone,57.0,BUF,PIT,0,10,0,10,-10,786,1686
184,0,0,,0,3,4,Other,SHOTGUN,SHOTGUN,6,3,10:31,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,PIT,SHOTGUN,Other,104.0,BUF,PIT,0,10,0,10,-10,631,1531
185,7,7,,1,1,10,Man,EMPTY,EMPTY,25,3,10:23,1,0,4,2,3,6,4.0,0,0,0,1,0,0,0,0,0,0,0,BUF,EMPTY,Man,85.0,BUF,PIT,3,10,10,10,0,623,1523
186,0,0,,0,2,3,Zone,EMPTY,EMPTY,32,3,09:53,1,0,4,2,3,6,4.0,0,0,0,0,0,0,1,0,0,0,0,BUF,EMPTY,Zone,78.0,BUF,PIT,3,10,10,10,0,593,1493
187,9,9,,1,3,3,Man,SHOTGUN,SHOTGUN,32,3,09:49,1,0,4,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,BUF,SHOTGUN,Man,78.0,BUF,PIT,3,10,10,10,0,589,1489
188,9,9,,1,1,10,Zone,EMPTY,EMPTY,41,3,09:14,1,0,4,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,BUF,EMPTY,Zone,69.0,BUF,PIT,3,10,10,10,0,554,1454
189,0,0,,0,1,10,Zone,EMPTY,EMPTY,47,3,08:07,1,0,4,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,BUF,EMPTY,Zone,57.0,BUF,PIT,3,10,10,10,0,487,1387
190,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,37,3,06:44,1,0,4,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,47.0,BUF,PIT,3,10,10,10,0,404,1304
191,0,0,,0,3,8,Zone,SHOTGUN,SHOTGUN,35,3,06:01,1,1,3,2,3,6,5.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,45.0,BUF,PIT,3,10,10,10,0,361,1261
192,0,0,,0,4,8,Zone,SHOTGUN,SHOTGUN,35,3,05:54,1,0,4,2,3,6,5.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,45.0,BUF,PIT,3,10,10,10,0,354,1254
193,0,0,,0,1,10,Man,PISTOL,PISTOL,36,3,05:48,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,PIT,PISTOL,Man,46.0,BUF,PIT,3,10,3,10,-7,348,1248
194,0,0,,0,1,10,Man,SHOTGUN,SHOTGUN,47,3,04:22,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,PIT,SHOTGUN,Man,57.0,BUF,PIT,3,10,3,10,-7,262,1162
195,24,24,,1,2,10,Zone,SHOTGUN,SHOTGUN,47,3,04:15,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,PIT,SHOTGUN,Zone,57.0,BUF,PIT,3,10,3,10,-7,255,1155
196,0,0,,0,2,6,Other,EMPTY,EMPTY,6,3,02:33,1,2,2,4,2,5,6.0,0,1,0,0,0,0,0,0,0,0,0,PIT,EMPTY,Other,104.0,BUF,PIT,3,10,3,10,-7,153,1053
197,4,4,,1,3,6,Other,EMPTY,EMPTY,6,3,02:26,1,2,2,4,2,5,7.0,0,0,0,0,0,0,0,0,0,0,1,PIT,EMPTY,Other,104.0,BUF,PIT,3,10,3,10,-7,146,1046
198,12,12,,1,1,10,Zone,EMPTY,EMPTY,25,3,01:47,1,0,4,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,BUF,EMPTY,Zone,85.0,BUF,PIT,6,10,10,10,0,107,1007
199,0,0,,0,1,10,Zone,EMPTY,EMPTY,37,3,01:12,1,0,4,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,BUF,EMPTY,Zone,73.0,BUF,PIT,6,10,10,10,0,72,972
201,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,50,3,00:01,1,0,4,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,60.0,BUF,PIT,6,10,10,10,0,1,901
202,7,7,,1,2,10,Zone,SHOTGUN,SHOTGUN,50,4,15:00,1,0,4,2,3,6,5.0,0,0,0,0,1,0,0,0,0,0,0,BUF,SHOTGUN,Zone,60.0,BUF,PIT,6,10,10,10,0,900,900
203,5,5,,1,1,5,Other,SHOTGUN,SHOTGUN,5,4,11:24,1,1,3,4,2,5,7.0,0,0,0,0,0,0,0,0,0,0,1,PIT,SHOTGUN,Other,15.0,BUF,PIT,6,10,6,10,-4,684,684
204,0,0,,0,2,6,Zone,EMPTY,EMPTY,29,4,10:37,0,0,5,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,BUF,EMPTY,Zone,39.0,BUF,PIT,13,10,10,10,0,637,637
206,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,26,4,09:40,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,36.0,BUF,PIT,20,10,10,10,0,580,580
207,-2,-2,,1,3,5,Other,SHOTGUN,SHOTGUN,5,4,06:08,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,0,1,BUF,SHOTGUN,Other,105.0,BUF,PIT,20,10,10,10,0,368,368
208,24,24,,1,2,7,Man,SHOTGUN,SHOTGUN,33,4,04:46,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,PIT,SHOTGUN,Man,77.0,BUF,PIT,20,13,20,13,7,286,286
210,14,14,,1,3,8,Man,SHOTGUN,SHOTGUN,41,4,03:08,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,PIT,SHOTGUN,Man,51.0,BUF,PIT,20,13,20,13,7,188,188
211,0,0,,0,2,11,Man,SHOTGUN,SHOTGUN,28,4,02:56,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,PIT,SHOTGUN,Man,38.0,BUF,PIT,20,13,20,13,7,176,176
212,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,36,4,02:36,1,0,4,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,46.0,BUF,PIT,23,13,13,13,0,156,156
213,0,0,,0,2,10,Zone,SHOTGUN,SHOTGUN,36,4,02:32,1,0,4,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,46.0,BUF,PIT,23,13,13,13,0,152,152
214,0,0,,0,3,10,Zone,SHOTGUN,SHOTGUN,36,4,02:26,1,0,4,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,46.0,BUF,PIT,23,13,13,13,0,146,146
215,14,14,,1,4,10,Zone,SHOTGUN,SHOTGUN,36,4,02:19,1,0,4,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,46.0,BUF,PIT,23,13,13,13,0,139,139
216,13,13,,1,1,10,Zone,EMPTY,EMPTY,50,4,02:00,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,BUF,EMPTY,Zone,60.0,BUF,PIT,23,13,13,13,0,120,120
217,10,10,,1,2,20,Zone,SHOTGUN,SHOTGUN,47,4,01:47,1,0,4,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,63.0,BUF,PIT,23,13,13,13,0,107,107
218,13,13,,1,3,10,Zone,SHOTGUN,SHOTGUN,37,4,01:27,1,0,4,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,BUF,SHOTGUN,Zone,73.0,BUF,PIT,23,13,13,13,0,87,87
219,5,5,,1,1,10,Zone,EMPTY,EMPTY,24,4,01:20,1,0,4,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,BUF,EMPTY,Zone,86.0,BUF,PIT,23,13,13,13,0,80,80
220,7,7,,1,2,8,Zone,SHOTGUN,SHOTGUN,27,1,14:23,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,37.0,CAR,NYJ,0,0,0,0,0,863,1763
222,0,0,,0,3,5,Man,SHOTGUN,SHOTGUN,42,1,09:15,1,1,3,4,1,6,6.0,0,0,0,1,0,0,0,0,0,0,0,CAR,SHOTGUN,Man,68.0,CAR,NYJ,0,0,0,0,0,555,1455
223,0,0,,0,2,8,Zone,I_FORM,I_FORM,24,1,08:17,1,2,2,4,3,4,6.0,0,0,0,0,0,0,0,0,0,1,0,NYJ,I_FORM,Zone,34.0,CAR,NYJ,0,0,0,0,0,497,1397
224,0,0,,0,3,8,Man,EMPTY,EMPTY,24,1,08:08,1,1,3,3,3,5,5.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,EMPTY,Man,34.0,CAR,NYJ,0,0,0,0,0,488,1388
225,13,13,,1,1,10,Man,SINGLEBACK,SINGLEBACK,50,1,07:38,1,1,3,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,CAR,SINGLEBACK,Man,60.0,CAR,NYJ,0,0,0,0,0,458,1358
226,8,8,,1,2,15,Zone,SHOTGUN,SHOTGUN,42,1,06:20,1,1,3,3,3,5,7.0,0,0,0,0,0,0,0,0,0,1,0,CAR,SHOTGUN,Zone,52.0,CAR,NYJ,0,0,0,0,0,380,1280
227,1,1,,1,3,7,Man,SHOTGUN,SHOTGUN,34,1,05:34,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,CAR,SHOTGUN,Man,44.0,CAR,NYJ,0,0,0,0,0,334,1234
228,0,0,,0,2,10,Zone,SHOTGUN,SHOTGUN,25,1,01:39,1,1,3,3,3,5,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,SHOTGUN,Zone,35.0,CAR,NYJ,0,0,0,0,0,99,999
229,0,0,,0,3,10,Zone,SHOTGUN,SHOTGUN,25,1,01:34,1,1,3,3,3,5,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,SHOTGUN,Zone,35.0,CAR,NYJ,0,0,0,0,0,94,994
230,0,0,,0,2,6,Zone,SINGLEBACK,SINGLEBACK,19,1,00:39,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,CAR,SINGLEBACK,Zone,91.0,CAR,NYJ,0,0,0,0,0,39,939
231,9,9,,1,3,6,Man,EMPTY,EMPTY,19,1,00:35,1,1,3,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,CAR,EMPTY,Man,91.0,CAR,NYJ,0,0,0,0,0,35,935
232,26,26,,1,2,9,Zone,SHOTGUN,SHOTGUN,29,2,14:21,1,1,3,3,3,5,6.0,0,0,0,0,0,0,1,0,0,0,0,CAR,SHOTGUN,Zone,39.0,CAR,NYJ,0,0,0,0,0,861,861
233,27,27,,1,2,5,Zone,SINGLEBACK,SINGLEBACK,40,2,12:58,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,CAR,SINGLEBACK,Zone,70.0,CAR,NYJ,0,0,0,0,0,778,778
234,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,13,2,12:31,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,CAR,SINGLEBACK,Zone,97.0,CAR,NYJ,0,0,0,0,0,751,751
235,35,35,,1,2,8,Zone,SHOTGUN,SHOTGUN,11,2,10:49,1,2,2,3,3,5,8.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,99.0,CAR,NYJ,0,0,0,0,0,649,649
236,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,49,2,09:43,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,59.0,CAR,NYJ,0,0,0,0,0,583,583
237,0,0,,0,2,10,Zone,SHOTGUN,SHOTGUN,49,2,09:37,1,2,2,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,59.0,CAR,NYJ,0,0,0,0,0,577,577
238,15,15,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,32,2,09:26,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,CAR,SINGLEBACK,Zone,78.0,CAR,NYJ,0,0,0,0,0,566,566
239,0,0,,0,2,3,Other,SINGLEBACK,SINGLEBACK,3,2,07:40,1,2,2,3,4,4,9.0,0,0,0,0,0,0,0,0,0,0,1,CAR,SINGLEBACK,Other,107.0,CAR,NYJ,0,0,0,0,0,460,460
240,0,0,,0,3,3,Man,SHOTGUN,SHOTGUN,3,2,07:33,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,CAR,SHOTGUN,Man,107.0,CAR,NYJ,0,0,0,0,0,453,453
241,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,25,2,07:26,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,85.0,CAR,NYJ,0,3,0,3,-3,446,446
242,10,10,,1,2,10,Zone,SHOTGUN,SHOTGUN,25,2,07:19,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,85.0,CAR,NYJ,0,3,0,3,-3,439,439
